Keep,Order,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,sample,details
No,,GO:0006412,translation,454,0.512934667,2.514580974,1.00E-10,1.00E-10,3.67E-08,637,"tags=33%, list=11%, signal=32%",YKL056C/YPL118W/YNR036C/YDR115W/YLR249W/YBL087C/YGL129C/YPL005W/YDL130W/YFR032C-A/YDR450W/YKR059W/YPR100W/YPR166C/YJL177W/YDR347W/YNR037C/YOL039W/YMR142C/YMR143W/YOR150W/YDL083C/YDR500C/YLR204W/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YMR286W/YDR237W/YDL136W/YKR057W/YNL177C/YOL149W/YHR038W/YPL013C/YLR048W/YML129C/YDR385W/YML026C/YER102W/YLR139C/YDR012W/YOL033W/YJR094W-A/YDR337W/YHR011W/YKR094C/YDL207W/YDR296W/YLL045C/YGR222W/YIL110W/YOR133W/YLR406C/YCL037C/YLR312W-A/YCR003W/YLR333C/YBR282W/YPL215W/YHR147C/YLR340W/YOR234C/YJR097W/YMR193W/YML014W/YGR165W/YPR080W/YER007C-A/YLR367W/YDR462W/YGL068W/YER050C/YIL018W/YIL051C/YKL138C/YBR118W/YHR091C/YJR113C/YOR091W/YHL004W/YDL045W-A/YGR102C/YJL189W/YOL139C/YLR270W/YDR429C/YNL096C/YER153C/YHR189W/YPL097W/YGR148C/YLR060W/YEL050C/YOR187W/YLR061W/YDL202W/YMR024W/YDR496C/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YPL143W/YLR069C/YGL103W/YOR369C/YBL038W/YGL122C/YDL069C/YOR046C/YNR022C/YGR220C/YML025C/YLR289W/YLR441C/YNR045W/YOL142W/YDR494W/YML112W/YDL133C-A/YDR432W/YPR047W/YDL229W/YDR405W/YGL076C/YMR116C/YDR117C/YLR212C/YDR418W/YLR167W/YCR031C/YMR225C/YNL255C/YGR158C/YOR158W/YNL197C/YLR439W/YLR185W/YNL185C/YDL224C/YKL081W/YLR398C/YNL252C,1747,Revigo compressed
No,,GO:0043043,peptide biosynthetic process,458,0.511390952,2.505743266,1.00E-10,1.00E-10,3.67E-08,637,"tags=33%, list=11%, signal=31%",YKL056C/YPL118W/YNR036C/YDR115W/YLR249W/YBL087C/YGL129C/YPL005W/YDL130W/YFR032C-A/YDR450W/YKR059W/YPR100W/YPR166C/YJL177W/YDR347W/YNR037C/YOL039W/YMR142C/YMR143W/YOR150W/YDL083C/YDR500C/YLR204W/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YMR286W/YDR237W/YDL136W/YKR057W/YNL177C/YOL149W/YHR038W/YPL013C/YLR048W/YML129C/YDR385W/YML026C/YER102W/YLR139C/YDR012W/YOL033W/YJR094W-A/YDR337W/YHR011W/YKR094C/YDL207W/YDR296W/YLL045C/YGR222W/YIL110W/YOR133W/YLR406C/YCL037C/YLR312W-A/YCR003W/YLR333C/YBR282W/YPL215W/YHR147C/YLR340W/YOR234C/YJR097W/YMR193W/YML014W/YGR165W/YPR080W/YER007C-A/YLR367W/YDR462W/YGL068W/YER050C/YIL018W/YIL051C/YKL138C/YBR118W/YHR091C/YJR113C/YOR091W/YHL004W/YDL045W-A/YGR102C/YJL189W/YOL139C/YLR270W/YDR429C/YNL096C/YER153C/YHR189W/YPL097W/YGR148C/YLR060W/YEL050C/YOR187W/YLR061W/YDL202W/YMR024W/YDR496C/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YPL143W/YLR069C/YGL103W/YOR369C/YBL038W/YGL122C/YDL069C/YOR046C/YNR022C/YGR220C/YML025C/YLR289W/YLR441C/YNR045W/YOL142W/YDR494W/YML112W/YDL133C-A/YDR432W/YPR047W/YDL229W/YDR405W/YGL076C/YMR116C/YDR117C/YLR212C/YDR418W/YLR167W/YCR031C/YMR225C/YNL255C/YGR158C/YOR158W/YNL197C/YLR439W/YLR185W/YNL185C/YDL224C/YKL081W/YLR398C/YNL252C,1747,Revigo compressed
No,,GO:0002181,cytoplasmic translation,155,0.561399672,2.476762109,1.00E-10,1.00E-10,3.67E-08,555,"tags=35%, list=10%, signal=32%",YKL056C/YBL087C/YDL130W/YFR032C-A/YDR450W/YKR059W/YJL177W/YOL039W/YMR142C/YMR143W/YDL083C/YDR500C/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YDL136W/YKR057W/YLR048W/YML026C/YER102W/YDR012W/YJR094W-A/YKR094C/YLL045C/YLR406C/YLR333C/YLR340W/YOR234C/YJR097W/YER007C-A/YLR367W/YIL018W/YOR091W/YJL189W/YOL139C/YDR429C/YNL096C/YGR148C/YLR061W/YPL143W/YGL103W/YOR369C/YLR441C/YDL133C-A/YDL229W/YGL076C/YDR117C/YLR212C/YDR418W/YLR167W/YCR031C/YNL255C,1747,Revigo compressed
No,,GO:0006518,peptide metabolic process,489,0.491707287,2.434699683,1.00E-10,1.00E-10,3.67E-08,637,"tags=31%, list=11%, signal=30%",YKL056C/YPL118W/YNR036C/YDR115W/YLR249W/YBL087C/YGL129C/YPL005W/YDL130W/YFR032C-A/YDR450W/YKR059W/YPR100W/YPR166C/YJL177W/YDR347W/YNR037C/YLR066W/YOL039W/YMR142C/YMR143W/YOR150W/YDL083C/YDR500C/YLR204W/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YMR286W/YDR237W/YDL136W/YKR057W/YNL177C/YOL149W/YHR038W/YPL013C/YLR048W/YML129C/YDR385W/YML026C/YER102W/YLR139C/YDR012W/YOL033W/YJR094W-A/YDR337W/YHR011W/YKR094C/YDL207W/YDR296W/YLL045C/YGR222W/YIL110W/YOR133W/YLR406C/YCL037C/YLR312W-A/YCR003W/YLR333C/YBR282W/YPL215W/YHR147C/YLR340W/YOR234C/YJR097W/YMR193W/YML014W/YGR165W/YPR080W/YER007C-A/YLR367W/YDR462W/YGL068W/YER050C/YIL018W/YIL051C/YKL138C/YBR118W/YHR091C/YJR113C/YOR091W/YHL004W/YDL045W-A/YGR102C/YJL189W/YOL139C/YLR270W/YDR429C/YNL096C/YER153C/YHR189W/YPL097W/YGR148C/YLR060W/YEL050C/YOR187W/YLR061W/YDL202W/YMR024W/YDR496C/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YPL143W/YLR069C/YGL103W/YOR369C/YBL038W/YGL122C/YDL069C/YOR046C/YNR022C/YGR220C/YML025C/YLR289W/YLR441C/YNR045W/YOL142W/YDR494W/YML112W/YDL133C-A/YDR432W/YMR089C/YPR047W/YDL229W/YDR405W/YGL076C/YMR116C/YDR117C/YLR212C/YDR418W/YLR167W/YCR031C/YMR225C/YNL255C/YGR158C/YOR158W/YNL197C/YLR439W/YLR185W/YNL185C/YDL224C/YKL081W/YLR398C/YNL252C,1747,Revigo compressed
No,,GO:0043604,amide biosynthetic process,500,0.479572939,2.377827995,1.00E-10,1.00E-10,3.67E-08,637,"tags=30%, list=11%, signal=29%",YKL056C/YPL118W/YNR036C/YDR115W/YLR249W/YBL087C/YGL129C/YPL005W/YDL130W/YFR032C-A/YDR450W/YKR059W/YPR100W/YPR166C/YJL177W/YDR347W/YNR037C/YOL039W/YMR142C/YMR143W/YOR150W/YDL083C/YDR500C/YLR204W/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YMR286W/YDR237W/YDL136W/YKR057W/YNL177C/YOL149W/YHR038W/YPL013C/YLR048W/YML129C/YDR385W/YML026C/YER102W/YLR139C/YDR012W/YOL033W/YJR094W-A/YDR337W/YHR011W/YKR094C/YDL207W/YDR296W/YLL045C/YGR222W/YIL110W/YOR133W/YLR406C/YCL037C/YLR312W-A/YCR003W/YLR333C/YBR282W/YPL215W/YHR147C/YLR340W/YOR234C/YJR097W/YMR193W/YML014W/YGR165W/YPR080W/YER007C-A/YLR367W/YDR462W/YGL068W/YER050C/YIL018W/YIL051C/YKL138C/YBR118W/YHR091C/YJR113C/YOR091W/YHL004W/YDL045W-A/YGR102C/YJL189W/YOL139C/YLR270W/YDR429C/YNL096C/YER153C/YHR189W/YPL097W/YGR148C/YLR060W/YEL050C/YOR187W/YLR061W/YDL202W/YMR024W/YDR496C/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YPL143W/YLR069C/YGL103W/YOR369C/YBL038W/YGL122C/YDL069C/YOR046C/YNR022C/YGR220C/YML025C/YLR289W/YLR441C/YNR045W/YOL142W/YDR494W/YML112W/YDL133C-A/YDR432W/YPR047W/YDL229W/YDR405W/YGL076C/YLR350W/YMR116C/YDR117C/YLR212C/YDR418W/YLR167W/YCR031C/YMR225C/YNL255C/YGR158C/YOR158W/YNL197C/YLR439W/YLR185W/YNL185C/YDL224C/YKL081W/YLR398C/YNL252C,1747,Revigo compressed
Yes,5,GO:0043603,cellular amide metabolic process,561,0.452706745,2.25003485,1.00E-10,1.00E-10,3.67E-08,637,"tags=27%, list=11%, signal=27%",YKL056C/YPL118W/YNR036C/YDR115W/YLR249W/YBL087C/YGL129C/YPL005W/YDL130W/YFR032C-A/YDR450W/YKR059W/YPR100W/YPR166C/YJL177W/YDR347W/YNR037C/YLR066W/YOL039W/YMR142C/YMR143W/YOR150W/YDL083C/YDR500C/YLR204W/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YMR286W/YDR237W/YDL136W/YKR057W/YNL177C/YOL149W/YHR038W/YPL013C/YLR048W/YML129C/YDR385W/YML026C/YER102W/YLR139C/YDR012W/YOL033W/YJR094W-A/YDR337W/YHR011W/YKR094C/YDL207W/YDR296W/YLL045C/YGR222W/YIL110W/YOR133W/YLR406C/YCL037C/YLR312W-A/YCR003W/YLR333C/YBR282W/YPL215W/YHR147C/YLR340W/YOR234C/YJR097W/YMR193W/YML014W/YGR165W/YPR080W/YER007C-A/YLR367W/YDR462W/YGL068W/YER050C/YIL018W/YIL051C/YKL138C/YBR118W/YHR091C/YJR113C/YOR091W/YHL004W/YDL045W-A/YGR102C/YJL189W/YOL139C/YLR270W/YDR429C/YNL096C/YER153C/YHR189W/YPL097W/YGR148C/YLR060W/YEL050C/YOR187W/YLR061W/YDL202W/YMR024W/YDR496C/YLR058C/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YPL143W/YLR069C/YGL103W/YOR369C/YBL038W/YGL122C/YDL069C/YOR046C/YNR022C/YGR220C/YML025C/YLR289W/YLR441C/YNR045W/YOL142W/YDR494W/YML112W/YDL133C-A/YDR432W/YMR089C/YPR047W/YDL229W/YDR405W/YGL076C/YLR350W/YMR116C/YDR117C/YLR212C/YDR418W/YLR167W/YCR031C/YMR225C/YNL255C/YGR158C/YOR158W/YDR148C/YNL197C/YLR439W/YLR185W/YNL185C/YDL224C/YKL081W/YLR398C/YNL252C,1747,
No,,GO:0034645,cellular macromolecule biosynthetic process,623,0.429118183,2.147769304,1.00E-10,1.00E-10,3.67E-08,637,"tags=26%, list=11%, signal=26%",YKL056C/YPL118W/YNR036C/YDR115W/YLR249W/YBL087C/YGL129C/YPL005W/YDL130W/YFR032C-A/YDR450W/YKR059W/YPR100W/YPR166C/YJL177W/YDR347W/YNR037C/YOL039W/YMR142C/YMR143W/YOR150W/YDL083C/YDR500C/YLR204W/YDR382W/YOR182C/YHR203C/YKL156W/YGL189C/YMR286W/YDR237W/YDL136W/YKR057W/YNL177C/YOL149W/YOR103C/YHR038W/YPL013C/YDL055C/YLR048W/YML129C/YDR385W/YML026C/YER102W/YLR139C/YDR012W/YOL033W/YJR094W-A/YDR337W/YHR011W/YKR094C/YDL207W/YDR296W/YLL045C/YGR222W/YIL110W/YOR133W/YLR406C/YCL037C/YLR312W-A/YCR003W/YDR126W/YLR333C/YBR282W/YPL215W/YHR147C/YLR340W/YOR234C/YJR097W/YMR193W/YML014W/YGR165W/YPR080W/YER007C-A/YLR367W/YDR462W/YGL068W/YER050C/YIL018W/YIL051C/YBR070C/YKL138C/YBR118W/YHR091C/YJR113C/YOR091W/YHL004W/YDL045W-A/YGR102C/YLR195C/YJL189W/YOL139C/YLR270W/YDR429C/YNL096C/YER153C/YMR084W/YHR189W/YPL097W/YGR148C/YLR060W/YEL050C/YOR187W/YBR004C/YLR061W/YDL202W/YMR024W/YBR162W-A/YDR496C/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YPL143W/YLR069C/YGL103W/YOR369C/YBL038W/YGL122C/YDL069C/YOR046C/YNR022C/YGR220C/YML025C/YLR289W/YLR441C/YNR045W/YDR331W/YOL142W/YDR494W/YML112W/YDL133C-A/YDR432W/YGR223C/YBR217W/YPR047W/YDL229W/YDR405W/YGL076C/YGR216C/YDL193W/YMR116C/YDR302W/YDR117C/YGL022W/YLR212C/YDR418W/YLR167W/YCR031C/YMR225C/YNL255C/YGR158C/YOR158W/YEL036C/YNL197C/YLR439W/YLR185W/YNL185C/YDL224C/YKL081W/YLR398C/YNL252C,1747,Revigo compressed
No,,GO:0006414,translational elongation,40,0.591095775,2.004440227,7.06E-05,7.06E-05,0.023316344,750,"tags=42%, list=13%, signal=37%",YLR249W/YDL130W/YOL039W/YDR382W/YDR385W/YOR133W/YJR097W/YML014W/YPR080W/YBR118W/YOR187W/YLR069C/YDL229W/YMR116C/YKL081W/YEL034W/YNL014W,1747,Revigo compressed
Yes,2,GO:0000959,mitochondrial RNA metabolic process,39,0.589811724,1.987825087,0.000111036,0.000111036,0.033353406,885,"tags=49%, list=16%, signal=41%",YDR065W/YDL033C/YOL033W/YHR011W/YPR134W/YGR222W/YLR091W/YHR091C/YPL097W/YGR150C/YNL073W/YPR047W/YDL104C/YPL029W/YFL036W/YMR287C/YDR268W/YOL093W/YPL104W,1747,
No,,GO:0031505,fungal-type cell wall organization,194,-0.43139768,-1.604261161,0.00020361,0.00020361,0.056064168,942,"tags=26%, list=17%, signal=23%",YBR023C/YOR255W/YIR026C/YLR341W/YKL129C/YMR306W/YHR030C/YGR189C/YER003C/YCL048W/YMR148W/YFR039C/YDR389W/YBR180W/YHR079C/YHL011C/YMR215W/YNL192W/YDR077W/YLR300W/YMR068W/YKL164C/YGL228W/YHR181W/YKL096W-A/YLR213C/YAL068C/YLR037C/YDR402C/YDR055W/YIR039C/YER011W/YLR443W/YOR242C/YKL224C/YKL190W/YLR332W/YDR542W/YNL006W/YCR104W/YJR104C/YIR041W/YNL084C/YMR325W/YOR247W/YLR390W-A/YNL194C/YBR301W/YDR273W/YHR139C/YER099C,1747,Manually compressed, strain specific
No,,GO:0042254,ribosome biogenesis,350,0.289773252,1.389320886,0.000768115,0.000768115,0.195231784,805,"tags=25%, list=14%, signal=23%",YER002W/YNL002C/YDR450W/YJL177W/YNR037C/YMR143W/YDL083C/YNL207W/YDR500C/YKL156W/YKR081C/YGL189C/YDR237W/YDL136W/YKR057W/YNL177C/YLR048W/YML026C/YOL080C/YER102W/YGR103W/YKR094C/YGR251W/YLL045C/YIL110W/YGR128C/YGR063C/YLR340W/YOR234C/YNL147W/YPL193W/YER007C-A/YGR030C/YJR113C/YOL022C/YNL096C/YDR060W/YGL064C/YGR150C/YGR159C/YGR148C/YDL202W/YDR496C/YGR280C/YPL143W/YPL126W/YLR002C/YGL078C/YLR441C/YKL186C/YOL142W/YLR022C/YKL032C/YKL057C/YDR432W/YDR156W/YPR137W/YLR063W/YHR148W/YDL229W/YGL076C/YKL143W/YLR186W/YDR117C/YDR418W/YLR167W/YCR031C/YPR110C/YGR158C/YNL124W/YLR185W/YNL185C/YCR087C-A/YAL033W/YOR205C/YOR006C/YGR081C/YLR068W/YDR083W/YOL041C/YML127W/YPL204W/YDR101C/YAL059W/YNR053C/YHL001W/YFL002C/YDL014W/YKL006W,1747,Revigo compressed
No,,GO:0097064,ncRNA export from nucleus,29,0.593604068,1.868813595,0.001224708,0.001224708,0.289049389,370,"tags=31%, list=7%, signal=29%",YDR450W/YGL189C/YLR048W/YML026C/YDL207W/YGR128C/YPR080W/YBR118W/YOR046C,1747,Manually compressed, strain specific
No,,GO:0045229,external encapsulating structure organization,240,-0.388683955,-1.47399229,0.001435445,0.001435445,0.291881097,1006,"tags=25%, list=18%, signal=21%",YPL053C/YCR089W/YIL120W/YBR005W/YBR023C/YOR255W/YIR026C/YLR341W/YKL129C/YMR306W/YHR030C/YGR189C/YER003C/YCL048W/YMR148W/YFR039C/YDR389W/YBR180W/YHR079C/YHL011C/YNL160W/YMR215W/YKR076W/YNL192W/YDR077W/YLR300W/YMR068W/YKL164C/YGL228W/YHR181W/YKL096W-A/YLR213C/YHL028W/YAL068C/YLR037C/YDR402C/YDR055W/YIR039C/YER011W/YLR443W/YOR242C/YKL224C/YKL190W/YLR332W/YDR542W/YNL006W/YCR104W/YJR104C/YIR041W/YNL084C/YMR325W/YHR101C/YOR247W/YLR390W-A/YNL194C/YBR301W/YDR273W/YHR139C/YER099C,1747,Manually compressed, strain specific
No,,GO:0071555,cell wall organization,240,-0.388683955,-1.47399229,0.001435445,0.001435445,0.291881097,1006,"tags=25%, list=18%, signal=21%",YPL053C/YCR089W/YIL120W/YBR005W/YBR023C/YOR255W/YIR026C/YLR341W/YKL129C/YMR306W/YHR030C/YGR189C/YER003C/YCL048W/YMR148W/YFR039C/YDR389W/YBR180W/YHR079C/YHL011C/YNL160W/YMR215W/YKR076W/YNL192W/YDR077W/YLR300W/YMR068W/YKL164C/YGL228W/YHR181W/YKL096W-A/YLR213C/YHL028W/YAL068C/YLR037C/YDR402C/YDR055W/YIR039C/YER011W/YLR443W/YOR242C/YKL224C/YKL190W/YLR332W/YDR542W/YNL006W/YCR104W/YJR104C/YIR041W/YNL084C/YMR325W/YHR101C/YOR247W/YLR390W-A/YNL194C/YBR301W/YDR273W/YHR139C/YER099C,1747,Revigo compressed
No,,GO:0034660,ncRNA metabolic process,473,0.259839391,1.261165401,0.001520794,0.001520794,0.291881097,975,"tags=27%, list=17%, signal=24%",YER002W/YNL002C/YDR450W/YJL177W/YMR143W/YDL083C/YNL207W/YDR500C/YKL156W/YDR065W/YKR081C/YGL189C/YDL136W/YKR057W/YLR048W/YML026C/YOL080C/YER102W/YDL033C/YOL033W/YGR103W/YHR011W/YLR105C/YGR251W/YLL045C/YKL018W/YGR128C/YLR091W/YGR063C/YMR312W/YNL062C/YNL147W/YML014W/YJL035C/YKL144C/YGR030C/YHR091C/YGR102C/YOL022C/YNL096C/YGL064C/YPL097W/YGR150C/YGR159C/YLR418C/YLR060W/YMR024W/YGR280C/YNL073W/YDR267C/YPL126W/YDL126C/YLR002C/YGL078C/YMR270C/YLR441C/YOL142W/YIL003W/YPL157W/YLR277C/YDR432W/YLR399C/YDR156W/YPR137W/YPR047W/YFL001W/YLR063W/YHR148W/YDL229W/YOR116C/YGL076C/YLR186W/YMR283C/YDR117C/YBR010W/YLR167W/YCR031C/YPR110C/YGR158C/YIR015W/YNL124W/YDL104C/YOL006C/YLR185W/YCR087C-A/YAL033W/YJL011C/YOR250C/YOR205C/YOR006C/YGR081C/YLR068W/YDR083W/YDR268W/YOL041C/YGR262C/YML127W/YPL204W/YPL212C/YGL105W/YLR141W/YIL008W/YFL002C/YGL048C/YDL014W/YPR186C/YJL047C/YLR323C/YNR011C/YPR062W/YER006W/YOL093W/YKR095W-A/YHR065C/YPL104W/YLR405W/YPL101W/YGR094W/YHL025W/YGL245W/YDL047W/YER148W/YNL182C/YPR112C/YIL096C/YGR214W/YLR106C/YGL063W,1747,Revigo compressed
No,,GO:0019344,cysteine biosynthetic process,12,-0.771905018,-1.789096809,0.00159005,0.00159005,0.291881097,202,"tags=25%, list=4%, signal=24%",YPR167C/YLR303W/YGR155W,1747,Revigo compressed
No,,GO:0032008,positive regulation of TOR signaling,11,-0.777085334,-1.738036857,0.002008807,0.002008807,0.331876091,102,"tags=27%, list=2%, signal=27%",YML121W/YGL100W/YGL008C,1747,Revigo compressed
No,,GO:1904263,positive regulation of TORC1 signaling,11,-0.777085334,-1.738036857,0.002008807,0.002008807,0.331876091,102,"tags=27%, list=2%, signal=27%",YML121W/YGL100W/YGL008C,1747,Revigo compressed
No,,GO:0016311,dephosphorylation,163,-0.417906526,-1.530362163,0.002124499,0.002124499,0.334275755,1479,"tags=35%, list=27%, signal=26%",YML057W/YNL053W/YBR022W/YKL033W-A/YOR090C/YNL201C/YLL010C/YJL134W/YKR053C/YOR014W/YER120W/YHR043C/YNL222W/YGR098C/YNL032W/YLR345W/YBR126C/YHR004C/YGL101W/YOR178C/YER089C/YOL065C/YDR051C/YIL053W/YDR028C/YHR100C/YOR208W/YJL155C/YIR026C/YHR046C/YAL031C/YFR003C/YMR027W/YOR054C/YHR044C/YMR028W/YMR165C/YJR017C/YBR050C/YJL165C/YPL063W/YDR287W/YGL056C/YGL175C/YNL157W/YBR093C/YLR273C/YGL190C/YKL159C/YER139C/YDR075W/YKL190W/YNL010W/YBR092C/YMR311C/YOR043W/YAL009W,1747,Revigo compressed
No,,GO:0022613,ribonucleoprotein complex biogenesis,431,0.261639645,1.266983756,0.002327236,0.002327236,0.349075632,564,"tags=18%, list=10%, signal=17%",YER002W/YNL002C/YDR450W/YKR059W/YJL177W/YNR037C/YMR143W/YDL083C/YNL207W/YDR500C/YKL156W/YKR081C/YGL189C/YDR237W/YDL136W/YKR057W/YNL177C/YGR075C/YLR048W/YML026C/YOL080C/YER102W/YGR103W/YKR094C/YGR251W/YLL045C/YIL110W/YGR128C/YGR063C/YLR340W/YOR234C/YNL147W/YPL193W/YER007C-A/YGR030C/YJR113C/YOL022C/YLR275W/YOL139C/YDR429C/YNL096C/YDR060W/YGL064C/YGR150C/YGR159C/YLR418C/YGR148C/YDL202W/YDR496C/YGR280C/YPL143W/YPL126W/YLR002C/YGL078C/YLR441C/YKL186C/YOL142W/YLR022C/YKL032C/YKL057C/YDR432W/YDR156W/YPR137W/YLR063W/YHR148W/YDL229W/YGL076C/YKL143W/YJR050W/YLR186W/YDR117C/YDR418W/YLR167W/YCR031C/YPR110C/YGR158C/YNL124W,1747,Revigo compressed
No,,GO:0006470,protein dephosphorylation,95,-0.453171231,-1.552388819,0.002684722,0.002684722,0.349075632,1513,"tags=36%, list=27%, signal=27%",YCR008W/YML057W/YNL053W/YOR090C/YNL201C/YLL010C/YOR014W/YNL222W/YGR098C/YNL032W/YHR004C/YOR178C/YER089C/YDR028C/YOR208W/YIR026C/YAL031C/YFR003C/YOR054C/YJR017C/YBR050C/YJL165C/YPL063W/YGL056C/YNL157W/YLR273C/YGL190C/YKL159C/YER139C/YDR075W/YKL190W/YMR311C/YOR043W/YAL009W,1747,Revigo compressed
No,,GO:0010563,negative regulation of phosphorus metabolic process,51,-0.535070319,-1.666917058,0.002723199,0.002723199,0.349075632,1220,"tags=41%, list=22%, signal=32%",YOR039W/YGR098C/YHR004C/YDR152W/YNL264C/YOR048C/YPL004C/YFR003C/YOR371C/YOR054C/YLR168C/YDL177C/YAL056W/YGL056C/YNL157W/YEL019C/YMR079W/YMR311C/YLR079W/YBR129C/YAL009W,1747,Revigo compressed
No,,GO:0045936,negative regulation of phosphate metabolic process,50,-0.543113113,-1.686382724,0.00277896,0.00277896,0.349075632,1220,"tags=42%, list=22%, signal=33%",YOR039W/YGR098C/YHR004C/YDR152W/YNL264C/YOR048C/YPL004C/YFR003C/YOR371C/YOR054C/YLR168C/YDL177C/YAL056W/YGL056C/YNL157W/YEL019C/YMR079W/YMR311C/YLR079W/YBR129C/YAL009W,1747,Revigo compressed
No,,GO:0000002,mitochondrial genome maintenance,48,0.469212828,1.664284342,0.002852639,0.002852639,0.349075632,673,"tags=33%, list=12%, signal=30%",YPR100W/YNL213C/YDR065W/YLL006W/YDR296W/YLR091W/YCR028C-A/YGR150C/YBR163W/YJR144W/YDL059C/YOL095C/YOR330C/YPL029W/YFL036W/YML061C,1747,Revigo compressed
No,,GO:0006415,translational termination,24,0.577919776,1.753015594,0.002897435,0.002897435,0.349075632,668,"tags=38%, list=12%, signal=33%",YLR249W/YHR038W/YDL207W/YDR429C/YGL143C/YOR046C/YDR432W/YDL229W/YEL034W,1747,Revigo compressed
No,,GO:0042255,ribosome assembly,67,0.422108131,1.602839648,0.00296396,0.00296396,0.349075632,543,"tags=31%, list=10%, signal=29%",YNR037C/YKL156W/YKR081C/YGL189C/YDR237W/YNL177C/YLR048W/YOL080C/YKR094C/YIL110W/YLR340W/YPL193W/YJR113C/YDR060W/YGL064C/YGR159C/YGR148C/YLR022C/YDR418W/YLR167W/YCR031C,1747,Revigo compressed
No,,GO:0071243,cellular response to arsenic-containing substance,6,0.848243156,1.737333885,0.003215539,0.003215539,0.349075632,263,"tags=33%, list=5%, signal=32%",YOR052C/YDL020C,1747,Manually compressed, strain specific
No,,GO:0071852,fungal-type cell wall organization or biogenesis,223,-0.383643491,-1.450758305,0.003457979,0.003457979,0.349075632,942,"tags=25%, list=17%, signal=22%",YBR023C/YOR255W/YIR026C/YLR341W/YKL129C/YMR306W/YHR030C/YGR189C/YER003C/YCL048W/YMR085W/YMR148W/YFR039C/YJL099W/YOR299W/YDR389W/YBR180W/YHR079C/YHL011C/YMR215W/YNL192W/YDR077W/YLR300W/YMR068W/YKL164C/YGL228W/YHR181W/YKL096W-A/YLR213C/YAL068C/YLR037C/YDR402C/YDR055W/YIL119C/YIR039C/YER011W/YLR443W/YOR242C/YKL224C/YKL190W/YLR332W/YDR542W/YNL006W/YCR104W/YJR104C/YIR041W/YNL084C/YMR325W/YHR101C/YOR247W/YLR390W-A/YNL194C/YBR301W/YDR273W/YHR139C/YER099C,1747,Revigo compressed
No,,GO:0006396,RNA processing,521,0.245944419,1.211259187,0.003488394,0.003488394,0.349075632,975,"tags=26%, list=17%, signal=24%",YER002W/YNL002C/YDR450W/YJL177W/YMR143W/YDL083C/YNL207W/YDR500C/YLR204W/YKL156W/YDR065W/YKR081C/YGL189C/YDL136W/YKR057W/YOL149W/YGR075C/YLR048W/YML026C/YOL080C/YER102W/YDL033C/YGR103W/YPR134W/YLR105C/YGR251W/YDL207W/YLL045C/YGR222W/YLR312W-A/YKL018W/YGR128C/YLR091W/YGR063C/YMR312W/YNL062C/YNL147W/YML014W/YJL035C/YGR030C/YKR052C/YBR188C/YOL022C/YLR275W/YNL210W/YNL096C/YLR116W/YGL064C/YGR150C/YGR159C/YLR418C/YMR024W/YGR280C/YNL073W/YDR267C/YGL122C/YPL126W/YGR278W/YLR002C/YGL078C/YLR441C/YOL142W/YIL003W/YML112W/YBR160W/YPL157W/YLR277C/YDR432W/YPR137W/YFL001W/YLR063W/YHR148W/YDL229W/YGL076C/YOR319W/YJR050W/YGL174W/YLR186W/YMR283C/YDR117C/YLR167W/YCR031C/YGR158C/YIR015W/YNL124W/YDL084W/YBR065C/YDL104C/YGR129W/YLR185W/YCR087C-A/YAL033W/YOR250C/YLR115W/YPL029W/YOR179C/YGL044C/YOR205C/YOR006C/YGR081C/YLR068W/YJR093C/YDR083W/YER172C/YOL041C/YGR262C/YML127W/YPL204W/YPL212C/YPR082C/YIL008W/YFL002C/YDL014W/YKL139W/YGR074W/YLR323C/YMR216C/YDR243C/YNR011C/YPR062W/YER006W/YOL093W/YKR095W-A/YHR065C/YLR405W/YDR163W/YPL101W/YHL025W/YPR045C/YDL047W/YNL182C/YPR112C/YIL096C/YGR214W/YLR106C/YGL063W,1747,Revigo compressed
